21.583791279641222; 2538.7323943661972
23.782205369212512; 2359.154929577465
25.843941376836625; 2260.56338028169
27.890511826046275; 2200.7042253521126
30.30840670207265; 2154.929577464789
33.39546529446842; 2088.0281690140846
36.04003763011542; 2042.2535211267607
38.89403249594135; 2003.5211267605634
42.559692359734086; 1954.225352112676
47.548918446224846; 1904.9295774647887
54.23872366453399; 1852.112676056338
59.76320139690286; 1806.3380281690143
65.85037404820466; 1753.5211267605634
74.08141929774828; 1690.1408450704225
82.19446479130136; 1633.8028169014085
89.32009864471172; 1580.9859154929577
100.48476982942111; 1521.1267605633802
109.95519405772907; 1471.8309859154929
121.99696512663098; 1419.0140845070423
137.2461198167656; 1376.7605633802818
151.2253044574531; 1348.5915492957747
172.50166286808658; 1316.9014084507044
198.13946657335995; 1292.2535211267605
227.58765081585054; 1267.605633802817
265.05998369703326; 1242.9577464788733
352.13440473914113; 1190.1408450704225
302.3520971676424; 1214.7887323943662
407.2818417477955; 1165.4929577464789
571.9135967416823; 1119.718309859155
471.06586685375925; 1140.8450704225352
713.8627938034068; 1102.112676056338
903.4764637902875; 1088.0281690140846
1208.620679687974; 1073.943661971831
1616.8256793776186; 1059.8591549295775
2286.164397376308; 1052.8169014084508
3277.7021530418615; 1042.2535211267605
4294.533633243813; 1031.6901408450703
5784.9295043109705; 1021.1267605633802
8123.317812327862; 1014.0845070422536
