30000000.0; 1000000.0
103390640.04637218; 727736.0902368363
110553546.80152848; 703150.047739336
118212699.95926149; 679394.6270754912
124114224.91935062; 661849.3745099038
137651542.70297843; 620355.5731025916
147188045.85880265; 596083.8863375998
157385238.2495975; 568334.0948705822
165242371.30044279; 548524.8750825935
184385013.75985405; 503084.37646815286
197159213.24268615; 478601.6565629225
210818409.66263223; 454301.95236656675
220670163.48397136; 440416.05535334756
245485293.2912508; 406176.7399398857
262492522.03863806; 385554.2149305488
280678012.12212527; 367197.99668122386
295588922.08115375; 350751.14682048507
326832577.0812315; 327572.76611734345
349475548.17736065; 312323.1072046003
373687225.0146351; 297453.41858976334
393539213,14474916; 284568,7044925752
435136182.73997927; 263887.63795763446
465282431.00155485; 251602.74468692276
497750319.08221436; 240033.0048793435
520766686.1043408; 230057.1871797515
579328716.9242647; 210240.07183695104
619464628.434745; 199123.69406345751
662381157.1418455; 188804.29323213873
693334886.9726416; 181920.75975415212
771302814.0748053; 165285.28006144374
824738697.0012472; 155680.5003065758
881876619.5572875; 146959.34941066135
923087590.5089059; 141248.64314110338
1026892010.7364291; 129368.02165377888
1098035121.149726; 119442.89588431384
1174107028.4631405; 112128.476839274
1228974216.8782003; 107027.09361830741
1358876400.5114257; 96863.56890288329
1453019399.7643578; 90228.90767127604
1553684628.9309232; 84141.91922738474
1631249125.9849837; 79869.8409349223
1809171824.3467002; 71250.89178282693
1893716221.8805268; 67539.65831414436
